회사명,등급,005000/종업원수,011100/  현금및현금등가물,012000/유동자산(계),013000/투자자산(계),013200/유형자산(계),013400/무형자산,014000/비유동자산,015000/총자산(지급보증제외),016000/유동부채(계),017000/비유동부채(계),018000/부채총계,018100/자본금,018102/[1주의 금액],018110/보통주자본금,018111/ [보통주발행주식수],018200/ 자본잉여금,018300/ 이익잉여금,018900/자기자본,019000/부채와자본총계,021000/영업수익,023000/매출총이익,024000/판매비와관리비,025000/영업이익,025100/영업외수익,026000/영업외비용,028000/법인세차감전순이익(손실),028100/법인세비용(법인세등),029000/당기순이익,029009/기본주당순이익,035000/(합계)처분가능이익잉여금,036300/배당금,036400/배당률,036310/현금배당금,061000/영업활동으로인한현금흐름,061100/ 당기순이익(손실),062000/투자활동으로인한현금흐름,062500/ 투자활동으로인한현금유출액,063000/재무활동으로인한현금흐름,064000/현금예금의증가,065000/기초현금과예금,066000/기말현금과예금,091010/총자산증가율,091050/자기자본증가율,091060/영업수익증가율,091065/영업이익증가율,091070/법인세비용차감전순이익증가율,091080/순이익증가율,091090/종업원수증가율,092010/총자본세전이익율,092060/자기자본법인세비용차감전순이익율,092070/자기자본순이익율,092080/자본금법인세비용차감전순이익율,092090/자본금순이익율,092100/매출액법인세비용차감전순이익율,092110/매출액순이익율,092120/매출액영업이익율,093010/자기자본비율,093060/부채비율,094010/총자본회전율,093190/유보액대납입자본비율,095020/종업원1인당영업수익
BNK금융지주,A1,107.8,1.42469E+11,0,0,1589800000,2167111400,0,4.531E+12,0,0,1.2645E+12,1.3161E+12,5000,1.62968E+12,325935246,2.68586E+12,4.19147E+11,4.73127E+12,5.99577E+12,1.35547E+11,0,28207514000,73628668200,158336000,3861685000,69925318200,0,69925318200,160.2,1.08219E+11,88650346200,5.44,88650346200,94327183200,69925318200,-1.57794E+11,1.5791E+11,68502449800,5035718000,1.37433E+11,1.42469E+11,2.588,2.734,-10.074,-16.192,-17.668,-17.668,30.83,1.194,3.396,1.512,4.288,5.224,45.344,45.344,48.43,78.908,26.732,0.024,190.33,951941442
DGB금융지주,A1,99.6,42379250400,0,36935821600,395200000,1165399800,0,1.66369E+13,0,0,7.89811E+11,1.09944E+12,5000,8.45729E+11,169145833,1.65027E+12,1.62169E+11,2.65697E+12,3.44678E+12,1.25019E+11,0,14355687200,94175199400,1040638600,542000000,94673837400,-11844600,94685682000,539.4,1.21438E+11,59539200000,7.04,59539200000,56142450000,94685682000,-2.58432E+11,3.22438E+11,1.99179E+11,-3110334800,6729585200,3619250400,9.85,4.966,17.056,21.736,21.882,21.758,22.686,2.876,4.308,3.648,11.192,17.632,75.768,75.77,75.342,77.276,29.574,0.04,214.162,1439423458
JB금융지주,A1,48.6,39104200000,0,0,0,3847400000,0,2.19354E+12,0,0,4.55865E+11,6.19526E+11,2300,9.01827E+11,180365505.6,7.55941E+11,95521800000,1.73768E+12,2.19354E+12,97285600000,0,18098400000,62489200000,561200000,23800000,63026600000,0,63026600000,339.2,70761800000,27103200000,2.918,27103200000,75738200000,63026600000,-94878000000,95440000000,44289200000,25149400000,13954800000,39104200000,12.786,17.374,25.52,28.924,29.034,29.034,16.166,3.054,3.932,3.932,7.522,7.522,64.842,64.842,64.294,78.992,26.73,0.05,94.298,921556770
KB금융지주,A1,131.6,3.04741E+11,0,7928310000,2158000000,9333200000,0,2.51028E+13,0,0,6.32162E+12,1.56521E+12,5000,2.09056E+12,418111537,1.32769E+13,3.14989E+12,1.90934E+13,2.5415E+13,9.60002E+11,0,57701000000,7.76503E+11,880000000,985400000,7.76398E+11,-515000000,7.76913E+11,1956.2,1.79743E+12,7.62533E+11,38.4,7.62533E+11,7.82854E+11,7.76913E+11,-5.83155E+11,5.96341E+11,-88224400000,1.11475E+11,1.93263E+11,3.04738E+11,4.206,0.046,33.122,38.874,38.854,37.892,3.452,3.1,2.87,4.07,37.136,44.29,80.106,80.26,80.116,75.134,33.11,0.036,855.578,5709661754
LS산전,A1,3276,2.94473E+11,1.15534E+12,3.66135E+11,4.54536E+11,1.07068E+11,1.0065E+12,1.88049E+12,5.73857E+11,4.24339E+11,9.98196E+11,1.5E+11,500,1.5E+11,30000000,0,1.04371E+12,1.16364E+12,2.16184E+12,1.86605E+12,4.01307E+11,2.25904E+11,1.62108E+11,1.29413E+11,1.47648E+11,1.43873E+11,32802882600,1.09559E+11,3735.8,1.58968E+11,34017031600,23.2,34017031600,1.5563E+11,1.1107E+11,-13814953000,2.16579E+11,-70125011000,71689556600,2.23239E+11,2.94473E+11,3.428,10.676,5.46,32.07,42.45,41.078,-1.306,6.756,9.864,9.864,95.914,61.628,7.692,5.862,8.676,53.776,86.11,0.878,692.788,568340034
SK,A1,1929,1.08108E+11,7.932E+11,1.73342E+13,5.65545E+11,2.09954E+12,2.00164E+13,8.08021E+12,2.41259E+12,5.56307E+12,7.97566E+12,17516376400,500,15272000000,70360297,5.60583E+12,8.28035E+12,1.2834E+13,2.08096E+13,2.59458E+12,1.0918E+12,7.40315E+11,9.84365E+11,6.49663E+11,4.27968E+11,1.20606E+12,1.10804E+11,1.11703E+12,19962.4,8.20883E+12,2.25583E+11,2000,2.25583E+11,7.79899E+11,1.11703E+12,-1.15581E+12,1.63784E+12,3.7027E+11,-5643400000,1.14274E+11,1.08108E+11,7.696,5.426,7.826,14.824,85.71,80.638,-7.422,5.934,1.442,8.86,7839.202,5645.59,45.886,42.514,37.856,61.676,62.14,0.13,89197.716,632182028
기아자동차,A1,14462,5.86334E+11,1.38934E+13,1.02752E+13,1.08473E+13,2.36488E+12,2.44581E+13,1.66237E+13,8.52906E+12,6.84161E+12,1.53707E+13,1.28852E+12,500,2.13932E+12,405363347,1.77886E+12,1.93065E+13,2.29808E+13,3.83514E+13,3.19913E+13,2.88683E+12,4.61573E+12,4.76628E+11,9.87402E+11,7.41861E+11,7.22169E+11,64733600000,6.57436E+11,1639.8,6.75431E+11,3.44801E+11,17.2,3.44801E+11,2.78915E+12,6.57436E+11,-2.05594E+12,3.05646E+12,-7.80531E+11,-47325600000,6.3366E+11,5.86334E+11,1.086,0.762,0.22,-48.524,-57.292,-56.818,3.258,1.902,6.706,2.876,33.754,60.436,2.254,2.056,1.49,59.936,66.878,0.838,984.316,904146050
녹십자,A1,1994,86638592600,7.99627E+11,1.67634E+11,5.12089E+11,80218403400,7.79024E+11,7.43264E+11,2.44794E+11,2.87029E+11,5.31823E+11,58432690000,0,58432690000,11686538,3.09243E+11,6.95307E+11,1.04683E+12,1.57865E+12,1.12425E+12,2.92563E+11,2.41934E+11,59313776400,31894716000,27918970400,63289522000,12623453800,50666068200,4439.2,75539237000,12554496000,22,12554496000,25905823000,50666068200,-46941717000,60505327400,11531671400,-9504222400,97841825000,86638592600,4.486,3.434,4.878,-19.312,-11.328,-12.664,1.63,4.102,7.026,4.93,108.312,82.03,5.638,4.516,5.308,66.31,50.818,0.724,1752.608,557059708
롯데쇼핑,A1,12412,1.27839E+12,3.14889E+12,4.55971E+12,1.26788E+13,4.54813E+11,1.90969E+13,9.78351E+12,5.57389E+12,4.7238E+12,1.02977E+13,92518964200,100,1.4111E+11,28222071.8,3.40147E+12,1.08948E+13,1.19481E+13,2.22458E+13,1.03594E+13,5.09467E+12,4.74599E+12,4.37944E+11,1.18419E+12,1.69341E+12,-71277972600,82617919200,-1.53896E+11,-6094.6,2.36118E+11,1.46661E+11,104,1.46661E+11,8.91925E+11,-1.53896E+11,-1.18293E+12,1.69992E+12,2.00207E+11,-90802086800,1.36595E+12,1.27839E+12,-7.388,-12.23,-15.65,-23.414,233.02,613.82,-2.58,-0.394,2.242,-1.452,-58.31,-356.61,-0.766,-1.552,4.226,53.69,86.308,0.448,8370.928,623861736
롯데제과,A1,1899.6,97339182200,4.89691E+11,5.22797E+11,1.03116E+12,22275207000,1.59477E+12,1.85148E+12,4.12114E+11,6.24993E+11,1.03711E+12,6653428600,500,2766835800,5533671,1.03504E+12,12337943000,1.04736E+12,2.08446E+12,1.11306E+12,5.63438E+11,3.61945E+11,39713853000,12284685400,34227872000,17770666400,6485080800,11285586200,2646.6,12267307400,5472375400,178.4,5472375400,1.08535E+11,11285586200,-1.14862E+11,2.32415E+11,34737136200,28409545800,68950831800,97339182200,20.97,44.89,293.1,535.16,520.12,462.11,0.85,0.878,0.52,1.14,685.99,632.99,1.442,0.932,3.204,49.856,102.166,0.556,37972.916,234025552
롯데지주,A1,145,66973491800,8.17015E+11,6.9371E+12,13448072000,1.94099E+11,7.1515E+12,6.18708E+12,2.11938E+12,7.10936E+11,2.83031E+12,21179372000,0,18483748200,92418742.2,4.30153E+12,2.91443E+12,5.1382E+12,7.96852E+12,1.7063E+11,2.6294E+11,99603750600,71026431200,1.46801E+11,6.03754E+11,-3.85927E+11,-18729400,-3.85909E+11,-5673,2.91443E+12,57245680000,400,57245680000,65314865800,-3.85909E+11,-8.64618E+11,1.79849E+12,8.44121E+11,44817671800,22155820000,66973491800,53.102,39.444,391.198,0,0,0,-36.284,-5.064,-0.32,-7.612,-2154.66,-3485.12,-160.166,-169.49,23.034,66.484,54.348,0.022,36561.838,1133527048
롯데케미칼,A1,1297.4,6.38643E+11,4.80124E+12,7.89485E+12,2.47374E+12,23288550600,1.04276E+13,1.52694E+13,2.65686E+12,1.56278E+12,4.21963E+12,1.05226E+11,500,1.71377E+11,34275419,22913228000,9.87139E+12,1.10092E+13,1.52289E+13,1.01401E+13,1.91496E+12,4.08352E+11,1.86032E+12,5.56735E+11,3.70256E+11,2.0468E+12,5.3854E+11,1.50826E+12,44050,1.54182E+12,3.59892E+11,210,3.59892E+11,1.57728E+12,1.50826E+12,-1.14304E+12,1.54268E+12,-9.07825E+11,-4.73581E+11,1.11942E+12,6.38643E+11,4.04,13.878,9.078,-10.414,1.796,2.496,4.516,13.718,23.35,14.692,1194.324,832.25,20.184,14.87,18.346,72.298,38.65,0.682,6323.99,3240197302
롯데하이마트,A1,1560.6,3.11622E+11,9.21254E+11,23516732200,4.08733E+11,1.67525E+12,2.23084E+12,3.15209E+12,6.61636E+11,4.43026E+11,1.10466E+12,80638350000,2120,1.18039E+11,23607712,1.05568E+12,8.77821E+11,2.04743E+12,3.15209E+12,4.10734E+12,1.06821E+12,8.73335E+11,1.94874E+11,13511839000,52655977400,1.5573E+11,45077549200,1.10652E+11,4687.2,8.67923E+11,41549572800,35.2,41549572800,1.43601E+11,1.10652E+11,-33719534600,72208858000,-59096549400,50784565000,2.60838E+11,3.11622E+11,1.022,3.812,1.822,1.478,-12.764,-16.556,4.422,4.97,7.786,5.536,131.93,93.74,3.794,2.696,4.742,64.974,53.984,1.308,1634.542,1028127590
만도,A1,1817,53103685400,7.55927E+11,7.17417E+11,9.27631E+11,1.9583E+11,1.95638E+12,1.23425E+12,1.04576E+12,7.68984E+11,1.81474E+12,41872548000,5000,46957120000,31930841.6,3.60382E+11,2.94606E+11,8.97568E+11,2.71231E+12,3.10324E+12,2.41099E+11,3.09636E+11,27311032200,38524772600,84970523400,-19134718200,-19534996000,400277400,-2931.4,82993076000,17793363200,38,17793363200,1.59939E+11,-19134718200,-1.42047E+11,1.59439E+11,-11098263400,6793221200,46310464200,53103685400,-1.336,-3.624,-0.342,0,0,0,2.566,-0.674,-0.76,0.264,-40.75,99.862,-0.62,0.01,0.874,33.094,202.226,1.138,1822.61,711967996
맥쿼리한국인프라투융자회사,A1,0,26510008000,0,0,0,0,0,2.13248E+12,0,0,2.85266E+11,1.81561E+12,0,1.81561E+12,349044336,0,31598895200,1.84721E+12,2.13248E+12,2.52987E+11,0,0,1.99533E+11,0,0,1.99533E+11,0,1.99533E+11,579.8,0,0,0,0,1.65181E+11,0,0,0,-1.84703E+11,-19522531400,46032539200,26510008000,1.36,4.334,7.728,24.24,24.24,24.24,0,9.414,11.008,11.008,11.16,11.16,78.844,78.844,78.844,86.624,15.44,0.116,1.74,0
삼성물산,A1,4147.8,1.86199E+12,9.13597E+12,2.36043E+13,2.3674E+12,4.17784E+11,2.70643E+13,1.60691E+13,9.67468E+12,6.37627E+12,1.60509E+13,13279048800,5000,18969004000,189690043,0,5.95719E+12,2.01494E+13,3.62003E+13,2.0677E+13,1.68796E+12,2.00769E+12,6.50406E+11,1.62826E+12,1.10944E+12,1.16923E+12,2.74454E+11,8.94771E+11,5424.4,7.87037E+11,3.29937E+11,2000,3.29937E+11,1.28981E+12,8.94771E+11,4.38606E+11,5.08619E+11,-1.4795E+12,2.48917E+11,1.66359E+12,1.86199E+12,-3.734,0.582,2.03,688.01,94.302,98.358,-3.54,3.172,2.072,4.396,6111.444,3783.276,5.632,4.316,3.146,55.67,79.626,0.562,115215.466,2205187540
삼성에스디에스,A1,5789,4.58007E+11,3.65418E+12,5.30243E+11,9.80371E+11,7.14163E+11,2.32399E+12,2.28254E+12,8.58252E+11,78582369000,9.36834E+11,26013340000,2300,38688900000,77377800,1.29747E+12,3.81895E+12,5.04134E+12,5.97818E+12,4.8691E+12,7.46538E+11,5.52958E+11,5.83137E+11,98241692800,42810879600,6.38567E+11,1.69995E+11,4.68572E+11,6057.6,3.76851E+12,1.547E+11,400,1.547E+11,8.32566E+11,4.68572E+11,-7.1754E+11,7.27444E+11,-1.17461E+11,-2435292000,4.62653E+11,4.58007E+11,7.968,6.978,12.472,53.514,53.542,47.744,-1.468,11.02,5.45,9.562,1650.52,846.806,13.004,9.558,11.894,84.362,18.544,0.848,12934.576,383443630
삼성증권,A1,1320.4,3.13748E+12,2974721800,2.00738E+11,8.54464E+11,84016620800,0,2.34709E+13,0,0,3.13321E+13,3.19286E+11,5000,4.58478E+11,89300000,1.7056E+12,2.19195E+12,4.51529E+12,3.58474E+13,4.65146E+12,0,6.09031E+11,4.03512E+11,3064660200,6234561400,4.00343E+11,1.05156E+11,2.95187E+11,3340.8,2.96282E+11,1.10732E+11,24.8,1.10732E+11,-6.1731E+11,2.95187E+11,1.21487E+12,3.54719E+12,-4.95676E+11,1.01889E+11,1.09552E+12,1.19244E+12,4.404,9.326,5.726,47.15,41.122,37.82,3.084,1.138,12.918,6.8,89.564,108.34,8.576,6.332,8.65,12.598,694.568,0.13,884.844,2068457448
삼성카드,A1,1979,1.11534E+12,0,0,0,1.79112E+11,0,2.3017E+13,0,0,1.61866E+13,6.14794E+11,5000,6.14794E+11,115858891,1.9383E+12,4.35658E+12,6.83046E+12,2.3017E+13,3.39755E+12,0,2.21035E+12,4.87122E+11,8712789600,15452824800,4.80382E+11,1.20058E+11,3.60324E+11,3304.4,3.65314E+12,1.68257E+11,31.2,1.68257E+11,-6.61704E+11,3.60324E+11,-43068221400,1.15373E+11,8.84623E+11,1.79851E+11,7.65492E+11,9.45343E+11,2.366,0.52,-3.33,3.7,0.1,-2.148,-1.438,2.11,7.05,5.29,78.138,58.608,14.154,10.602,14.356,29.68,237.008,0.148,1069.874,1716316480
삼양홀딩스,A1,313.8,2089984800,2.50062E+11,1.30061E+12,29718334000,5123720000,1.33559E+12,1.57806E+12,63073042800,1.41691E+11,2.04764E+11,49180306200,500,42821355000,8564271,2.36666E+11,1.02983E+12,1.38089E+12,1.58565E+12,86470425000,54202872400,34677843200,44537939400,6929881400,5647260400,45820561000,287916200,45532644800,5884.8,71193094600,15484169800,40,15484169800,60545565600,45532644800,-47963203800,2.62097E+11,-15365503000,-2783141200,4873581400,2089984800,0.824,1.276,-9.736,-1.116,5.2,-1.188,-7.898,2.9,3.06,3.318,103.332,61.574,53.294,52.97,51.7,87.086,14.83,0.054,3036.526,727625604
삼천리,A1,1501.4,1.06299E+11,9.28879E+11,4.3055E+11,1.22057E+12,9641306000,1.66672E+12,1.29822E+12,5.92062E+11,7.41679E+11,1.33374E+12,18928399000,500,20275125000,4055025,18973968000,1.27015E+12,1.26185E+12,2.59559E+12,2.52873E+12,2.20657E+11,2.39939E+11,57924926800,28863097400,41486361000,45301663200,16514656400,28787006800,8078.4,33327379600,10690215000,60,10690215000,96787986400,28787006800,-87154030600,5.46136E+11,-13762991800,-4129036000,1.10424E+11,1.06299E+11,-0.03,1.366,2.618,-5.368,-17.03,-21.83,3.394,1.746,23.146,2.298,223.432,169.722,1.794,1.14,2.292,48.618,105.7,0.976,6371.448,3238378420
신한금융지주회사,A1,161,29158800000,0,45240657000,3763115800,5503800000,0,2.34756E+13,0,0,8.05758E+12,2.2389E+12,5000,2.371E+12,474199587,1.05834E+13,7.93748E+12,2.10669E+13,2.91245E+13,1.31133E+12,0,79157200000,1.04403E+12,459800000,538200000,1.04395E+12,1128200000,1.04282E+12,2134.8,5.89055E+12,7.2686E+11,30.8,7.2686E+11,18595200000,1.04395E+12,-5.43996E+11,7.28537E+11,5.54562E+11,29161200000,39000000,48628000000,6.022,4.28,13.174,18.746,18.752,18.704,0,3.668,5.438,5.036,39.468,41.89,78.98,78.896,78.984,72.354,38.212,0.046,700.002,9169527270
에스케이하이닉스,A1,9402,1.95278E+12,1.56743E+13,9.20449E+12,2.64348E+13,2.14649E+12,3.86392E+13,4.43128E+13,1.02393E+13,3.56896E+12,1.38082E+13,2.20355E+12,700,3.65765E+12,728002365,3.64297E+12,3.44807E+13,4.05053E+13,5.43135E+13,3.60824E+13,1.48226E+13,3.78386E+12,1.76838E+13,1.18993E+12,1.02845E+12,1.78452E+13,4.55667E+12,1.32886E+13,18966.8,3.40945E+13,8.98003E+11,26,8.98003E+11,1.82163E+13,1.32886E+13,-1.64499E+13,1.9402E+13,-1.34072E+12,4.25606E+11,1.55279E+12,1.95278E+12,39.018,40.366,52.458,169.7,173.06,143.756,8.202,37.776,46.8,38.054,487.89,274.338,48.886,36.534,48.574,74.512,34.218,0.778,1057.006,1445676020
엘지디스플레이,A1,15205.2,5.10533E+11,7.17943E+12,3.28759E+12,1.40181E+13,7.50025E+11,1.92216E+13,1.1557E+13,7.40782E+12,5.53396E+12,1.29418E+13,1.11745E+12,5000,1.78908E+12,357815700,2.25111E+12,9.41906E+12,1.34593E+13,2.6401E+13,2.36594E+13,1.21128E+12,2.37752E+12,3.30895E+11,1.03549E+12,8.44327E+11,5.22063E+11,75549400000,4.46514E+11,1248,9.14581E+12,1.78908E+11,10,1.78908E+11,3.92001E+12,4.46514E+11,-5.00166E+12,6.6081E+12,1.14855E+12,66901400000,4.43632E+11,5.10533E+11,10.496,2.536,-5.628,116.7,64.8,84.03,-3.698,2.334,7.346,3.502,29.18,-18.28,1.874,1.592,1.134,51.064,96.388,0.942,652.298,748574816
엘지헬로비전,A1,530,90288954000,3.25675E+11,61079842400,6.95741E+11,7.59604E+11,1.58175E+12,1.90743E+12,3.5263E+11,5.24348E+11,8.76978E+11,1.2097E+11,1300,1.93617E+11,77446865,3.20214E+11,6.46722E+11,1.03045E+12,1.90743E+12,1.15079E+12,7.86554E+11,7.16563E+11,69991034600,13191837000,35377353400,47805518600,12364799200,35440720000,457.6,6.42095E+11,5808515000,3,5808515000,2.68883E+11,35440720000,-2.35739E+11,2.50418E+11,-5459113400,27684289200,62604664800,90288954000,2.708,5.24,3.46,23.938,39.43,36.408,7.134,2.538,4.748,3.518,24.688,18.304,4.148,3.072,6.09,54.01,85.218,0.612,432.21,985386330
영원무역,A1,2150.8,1.65254E+11,3.66006E+11,1.00967E+12,1.66696E+11,1878948400,1.18503E+12,1.89255E+12,3.39208E+11,1.79234E+11,5.18442E+11,73293440400,5000,22155734000,44311468,4.53267E+11,3.99479E+11,1.0326E+12,1.55104E+12,1.19285E+12,2.5147E+11,77116813000,95029541200,48936228400,69570638600,74395131600,30901900400,43493230600,991.4,48519480400,14475799800,66,14475799800,82561831000,43493230600,-37984175000,50143815400,-60714853000,-16137197000,1.83266E+11,1.65254E+11,9.578,16.962,-2.792,-0.324,-3.362,-17.426,1.438,5.018,11.474,4.582,335.782,138.516,6.248,3.648,7.974,66.442,50.626,0.804,4632.554,2716608770
예스코홀딩스,A1,332.2,57477500200,2.14056E+11,5.45386E+11,1.73795E+11,3645309200,7.23013E+11,2.54573E+12,1.91681E+11,1.54653E+11,3.46334E+11,22171364000,500,30000000000,6000000,39600000000,5.54224E+11,5.90736E+11,9.3707E+11,5.97738E+11,41282217400,61729537800,11863243000,56874837200,54541499200,14196581000,11079535600,3117045400,266.8,5.36851E+11,6869408400,30,6869408400,72108124600,3117045400,21574775200,2.35596E+11,16970966800,1.10654E+11,59981173200,57477500200,-20.006,-4.762,-32.306,-7.43,62.04,55.47,-58.356,1.144,10.268,0.446,47.326,-37.954,1.066,-1.172,2.19,66.62,56.63,0.544,1981.902,24857257776
이노션,A1,299.4,99896520000,7.61982E+11,1.33877E+11,14082321400,15112560000,1.689E+11,2.49508E+12,3.05199E+11,3939128400,3.09139E+11,14000000000,3200,10000000000,20000000,1.32849E+11,4.78895E+11,6.21743E+11,9.30882E+11,4.19623E+11,1.07377E+11,98908185400,35807446000,26517616400,6676113600,55648948800,12698050400,42950898400,2147.6,4.34395E+11,26000000000,260,26000000000,39990119600,42950898400,39630652600,18948692800,-19596000000,60024772200,40280996200,99896520000,-2.292,3.6,-0.52,7.388,8.584,6.222,0.858,5.914,6.494,7.026,556.486,442.32,13.268,10.24,8.54,66.83,49.82,0.446,6117.432,635792240
이마트,A1,10922.6,16356004800,1.33915E+12,3.27013E+12,8.94284E+12,51528766400,1.28827E+13,6.20428E+12,3.54338E+12,2.39454E+12,5.93792E+12,84541114200,340,1.39379E+11,27875819,4.19353E+12,2.67038E+12,8.28398E+12,1.42219E+13,1.28693E+13,2.95333E+12,3.23318E+12,5.48982E+11,2.91669E+11,2.66488E+11,5.74163E+11,1.00614E+11,4.73548E+11,16506.6,4.10296E+11,52941940800,38,52941940800,6.77491E+11,5.74163E+11,-6.46244E+11,1.03685E+12,-34418416800,-3171296800,19528621600,16356004800,0.67,2.172,6.18,-13.684,-0.37,0.644,-1.648,4.056,12.18,5.796,411.944,602.876,4.488,3.71,4.284,58.244,71.682,0.904,5845.354,497718080
제일기획,A1,613.2,76576126600,8.03691E+11,2.82242E+11,48699753600,24730331600,4.09476E+11,1.09873E+12,5.29668E+11,15658024200,5.45326E+11,15796494200,500,23008245000,115041225,1.23889E+11,7.99114E+11,6.67841E+11,1.21317E+12,1.14417E+12,1.91984E+11,2.37373E+11,55609321800,59725582200,17985490800,97349413200,14079613400,83269799800,822.2,83353346800,77579503200,383,77579503200,1.30389E+11,83269799800,-62115417000,67774055400,-58136602600,10137192400,66498477000,76576126600,1.9,3.972,9.202,-6.368,28.066,24.348,8.09,8.1,11.84,12.718,423.106,365.088,8.522,7.332,4.882,55.052,81.654,0.954,4031.544,832871524
제주은행,A1,454.2,3.06442E+11,0,8616800000,2723729000,9528600000,7928310000,5.80127E+12,0,0,5.35556E+12,1.40644E+11,5000,1.40644E+11,28128774,63846000000,2.51709E+11,4.45716E+11,5.80127E+12,2.16025E+11,0,79070400000,34941400000,664400000,1103400000,34502400000,7977600000,26524800000,1086.6,23394000000,2813000000,2,0,-762600000,34502400000,-95644200000,3.807E+11,1.02173E+11,5766000000,65984800000,70302600000,7.436,18.35,7.714,6.87,3.862,5.468,1.26,0.614,8.424,6.466,27.668,21.226,15.976,12.274,16.178,7.674,1205.582,0.04,223.002,475586370
중소기업은행,A1,12693.4,1.20321E+13,0,75898400000,23570522000,1.78757E+11,7928310000,2.63808E+14,0,0,2.44164E+14,3.28976E+12,5000,2.7999E+12,559978815,2.78626E+12,1.29682E+13,1.96444E+13,2.63808E+14,1.41877E+13,0,2.08848E+12,1.963E+12,53595800000,1.05449E+11,1.91115E+12,4.78911E+11,1.43224E+12,2054.2,1.33222E+12,4.08447E+11,13.216,0,-5.3825E+12,1.43224E+12,-4.91099E+12,5.80497E+12,1.10083E+13,7.14818E+11,2.24724E+12,2.99465E+12,5.428,6.998,-3.038,25.542,24.182,20.19,1.928,0.74,10.034,7.522,58.092,43.534,13.61,10.18,13.974,7.444,1243.02,0.054,497.136,1118084874
카카오,A1,1109,3.05982E+11,1.00989E+12,2.07249E+12,2.24843E+11,2.37347E+12,4.69456E+12,2.03641E+12,1.13E+12,3.00569E+11,1.43056E+12,34554170200,1000,38648037800,77236074.6,4.22727E+12,5.46773E+11,4.27389E+12,5.70445E+12,1.09583E+12,6.60607E+11,9.17236E+11,1.1244E+11,1.98443E+11,1.02313E+11,2.08569E+11,67409643800,1.4116E+11,1988.4,5.39748E+11,10051434000,27.06,10051434000,3.68678E+11,2.08569E+11,-8.43347E+11,1.01078E+12,4.3945E+11,-35219225600,3.44832E+11,3.05982E+11,16.14,22.294,17.426,30.228,132.366,152.858,1.476,3.986,12.144,3.814,581.06,144.012,19.448,13.506,10.24,74.668,34.062,0.206,10916.722,413971784
케이씨씨,A1,2262,2.8766E+11,2.1674E+12,4.04024E+12,2.6032E+12,11615593600,6.71128E+12,4.26992E+12,1.82737E+12,1.41085E+12,3.23822E+12,62089842000,500,56434870000,10556513,3.18375E+11,5.18096E+12,5.64047E+12,8.87868E+12,3.379E+12,4.45572E+11,5.06772E+11,2.47675E+11,3.54571E+11,6.0551E+11,-3263521000,20706120000,-23969640600,-2437.6,5.08241E+11,78667584000,160,78667584000,4.51191E+11,-23969640600,-3.08492E+11,7.14338E+11,-2.58982E+11,-1.16283E+11,4.11265E+11,2.8766E+11,-2.01,-1.89,2.094,-10.276,-95.51,0,1.458,-0.038,6.48,-0.422,-5.78,-29.412,-0.098,-0.712,7.322,63.57,57.382,0.374,10112.37,650876488
케이티,A1,9801,1.53441E+12,5.8688E+12,4.28299E+12,1.10687E+13,2.50412E+12,1.90717E+13,9.56249E+12,5.78377E+12,7.00528E+12,1.2789E+13,9.41173E+11,500,1.5645E+12,261111808,1.44026E+12,1.01818E+13,1.21515E+13,2.49405E+13,1.73504E+13,8.4543E+12,1.30197E+13,9.51839E+11,7.18101E+11,8.93577E+11,7.76362E+11,2.54321E+11,5.22042E+11,2130.4,4.74822E+12,2.59834E+11,21.2,2.59834E+11,3.52704E+12,5.22042E+11,-2.60892E+12,2.82792E+12,-7.24331E+11,1.93784E+11,1.3408E+12,1.53441E+12,4.67,8.244,0.786,-4.092,10.454,-4.42,0.16,3.174,69.772,4.458,49.622,96.686,4.472,3.006,5.484,48.71,105.292,0.708,730.376,730315190
키움증권,A1,687,1.37249E+12,0,2451504600,69711103200,25027514200,0,7.81839E+12,0,0,1.1215E+13,2.91216E+11,5000,1.10499E+11,22099740,3.90402E+11,1.13076E+12,1.71281E+12,1.29278E+13,1.51009E+12,0,2.37355E+11,2.30357E+11,30957004000,2924040000,2.5839E+11,70579556200,1.8781E+11,7599,1.10384E+12,40119510000,28.4,40119510000,-1.12002E+12,2.5839E+11,-5.70302E+11,7.61525E+11,1.86239E+12,1.72074E+11,60900411000,2.32975E+11,44.05,30.392,62.186,12.96,17.51,14.648,14.174,2.432,12.938,12.61,223.854,101.252,18.54,13.534,16.652,13.386,648.98,0.138,1314.688,2153294234
포스코,A1,17006,2.88493E+11,1.6014E+13,1.65045E+13,2.07744E+13,5.4111E+11,3.79385E+13,2.18367E+13,3.76564E+12,4.647E+12,8.41265E+12,2.98946E+11,500,4.82403E+11,87186835,1.24782E+12,4.49474E+13,4.55398E+13,5.39525E+13,2.98172E+13,2.96417E+12,1.40048E+12,3.44661E+12,1.19555E+12,1.95932E+12,2.68284E+12,1.02101E+12,1.66183E+12,20475.2,2.39777E+12,3.52003E+11,88,3.52003E+11,4.28717E+12,1.66183E+12,-3.15723E+12,2.97596E+13,-1.08781E+12,42124275800,2.47654E+11,2.88493E+11,1.742,0.58,11.374,22.806,1.264,-17.678,1.232,5.026,4.256,3.666,556.136,139.572,9.074,5.668,11.516,84.408,18.484,0.558,9657.958,1749466792
